FoodID,description,L1,L2,L3,L4,L5,L6,L7,newickstring,newickstring_name,taxonomy
58407030,Soup__mostly_noodles,Grain_Product,Grain_mixtures_frozen_plate_meals_soups,Soups_with_grain_product_as_major_ingredient,,,,,foodtreeroot/Grain_Product/Grain_mixtures_frozen_plate_meals_soups/Soups_with_grain_product_as_major_ingredient////58407030,foodtreeroot/L1_Grain_Product/L2_Grain_mixtures_frozen_plate_meals_soups/L3_Soups_with_grain_product_as_major_ingredient/L4_/L5_/L6_/Soup__mostly_noodles,Grain_Product;Grain_mixtures_frozen_plate_meals_soups;Soups_with_grain_product_as_major_ingredient;;;;
13230140,Pudding__ready_to_eat__low_calorie__containing_artificial_sweetener__chocolate,Milk_and_Milk_Products,Milk_desserts_sauces_gravies,Puddings_custards_and_other_milk,Pudding_ready_to_eat,,,,foodtreeroot/Milk_and_Milk_Products/Milk_desserts_sauces_gravies/Puddings_custards_and_other_milk/Pudding_ready_to_eat///13230140,foodtreeroot/L1_Milk_and_Milk_Products/L2_Milk_desserts_sauces_gravies/L3_Puddings_custards_and_other_milk/L4_Pudding_ready_to_eat/L5_/L6_/Pudding__ready_to_eat__low_calorie__containing_artificial_sweetener__chocolate,Milk_and_Milk_Products;Milk_desserts_sauces_gravies;Puddings_custards_and_other_milk;Pudding_ready_to_eat;;;
28355250,Lobster_bisque,Meat_Poultry_Fish_and_Mixtures,Frozen_and_shelfstable_plate_meals_soups_and_gravies,Soups_broths_extracts_from_meat_poultry_fish_base,Fishshellfish_soups,,,,foodtreeroot/Meat_Poultry_Fish_and_Mixtures/Frozen_and_shelfstable_plate_meals_soups_and_gravies/Soups_broths_extracts_from_meat_poultry_fish_base/Fishshellfish_soups///28355250,foodtreeroot/L1_Meat_Poultry_Fish_and_Mixtures/L2_Frozen_and_shelfstable_plate_meals_soups_and_gravies/L3_Soups_broths_extracts_from_meat_poultry_fish_base/L4_Fishshellfish_soups/L5_/L6_/Lobster_bisque,Meat_Poultry_Fish_and_Mixtures;Frozen_and_shelfstable_plate_meals_soups_and_gravies;Soups_broths_extracts_from_meat_poultry_fish_base;Fishshellfish_soups;;;
95104000,Nutritional_drink_or_shake__ready_to_drink__sugar_free__Glucerna_,Sugars_Sweets_and_Beverages,Formulated_nutrition_beverages_energy_drinks_sports_drinks_function,Nutrition_drinks,,,,,foodtreeroot/Sugars_Sweets_and_Beverages/Formulated_nutrition_beverages_energy_drinks_sports_drinks_function/Nutrition_drinks////95104000,foodtreeroot/L1_Sugars_Sweets_and_Beverages/L2_Formulated_nutrition_beverages_energy_drinks_sports_drinks_function/L3_Nutrition_drinks/L4_/L5_/L6_/Nutritional_drink_or_shake__ready_to_drink__sugar_free__Glucerna_,Sugars_Sweets_and_Beverages;Formulated_nutrition_beverages_energy_drinks_sports_drinks_function;Nutrition_drinks;;;;
58404500,Matzo_ball_soup,Grain_Product,Grain_mixtures_frozen_plate_meals_soups,Soups_with_grain_product_as_major_ingredient,,,,,foodtreeroot/Grain_Product/Grain_mixtures_frozen_plate_meals_soups/Soups_with_grain_product_as_major_ingredient////58404500,foodtreeroot/L1_Grain_Product/L2_Grain_mixtures_frozen_plate_meals_soups/L3_Soups_with_grain_product_as_major_ingredient/L4_/L5_/L6_/Matzo_ball_soup,Grain_Product;Grain_mixtures_frozen_plate_meals_soups;Soups_with_grain_product_as_major_ingredient;;;;
56205170,Yellow_rice__cooked__fat_added_in_cooking,Grain_Product,Pastas_cooked_cereals_rice,Cooked_cereals_rice,Cooked_cereals_rice,Rice,,,foodtreeroot/Grain_Product/Pastas_cooked_cereals_rice/Cooked_cereals_rice/Cooked_cereals_rice/Rice//56205170,foodtreeroot/L1_Grain_Product/L2_Pastas_cooked_cereals_rice/L3_Cooked_cereals_rice/L4_Cooked_cereals_rice/L5_Rice/L6_/Yellow_rice__cooked__fat_added_in_cooking,Grain_Product;Pastas_cooked_cereals_rice;Cooked_cereals_rice;Cooked_cereals_rice;Rice;;
11514120,Hot_chocolate___Cocoa__made_with_dry_mix_and_reduced_fat_milk,Milk_and_Milk_Products,Milks_and_milk_drinks,Flavored_milk_and_milk_drinks_fluid,Chololate_or_other_flavored,,,,foodtreeroot/Milk_and_Milk_Products/Milks_and_milk_drinks/Flavored_milk_and_milk_drinks_fluid/Chololate_or_other_flavored///11514120,foodtreeroot/L1_Milk_and_Milk_Products/L2_Milks_and_milk_drinks/L3_Flavored_milk_and_milk_drinks_fluid/L4_Chololate_or_other_flavored/L5_/L6_/Hot_chocolate___Cocoa__made_with_dry_mix_and_reduced_fat_milk,Milk_and_Milk_Products;Milks_and_milk_drinks;Flavored_milk_and_milk_drinks_fluid;Chololate_or_other_flavored;;;
27311310,Beef_stew_with_potatoes_and_vegetables_including_carrots__broccoli__and_or_dark_green_leafy__tomato_based_sauce,Meat_Poultry_Fish_and_Mixtures,Meatpoultry_fish_with_nonmeat,Meatpoultry_fish_with_starch_item_and_vegetables,Beef_with_starch_and_vegetable,,,,foodtreeroot/Meat_Poultry_Fish_and_Mixtures/Meatpoultry_fish_with_nonmeat/Meatpoultry_fish_with_starch_item_and_vegetables/Beef_with_starch_and_vegetable///27311310,foodtreeroot/L1_Meat_Poultry_Fish_and_Mixtures/L2_Meatpoultry_fish_with_nonmeat/L3_Meatpoultry_fish_with_starch_item_and_vegetables/L4_Beef_with_starch_and_vegetable/L5_/L6_/Beef_stew_with_potatoes_and_vegetables_including_carrots__broccoli__and_or_dark_green_leafy__tomato_based_sauce,Meat_Poultry_Fish_and_Mixtures;Meatpoultry_fish_with_nonmeat;Meatpoultry_fish_with_starch_item_and_vegetables;Beef_with_starch_and_vegetable;;;
95220000,Nutritional_powder_mix__NFS,Sugars_Sweets_and_Beverages,Formulated_nutrition_beverages_energy_drinks_sports_drinks_function,Nutrition_powders,,,,,foodtreeroot/Sugars_Sweets_and_Beverages/Formulated_nutrition_beverages_energy_drinks_sports_drinks_function/Nutrition_powders////95220000,foodtreeroot/L1_Sugars_Sweets_and_Beverages/L2_Formulated_nutrition_beverages_energy_drinks_sports_drinks_function/L3_Nutrition_powders/L4_/L5_/L6_/Nutritional_powder_mix__NFS,Sugars_Sweets_and_Beverages;Formulated_nutrition_beverages_energy_drinks_sports_drinks_function;Nutrition_powders;;;;
92306800,Tea__hot__chai__with_milk,Sugars_Sweets_and_Beverages,Nonalcoholic_beverages,Tea,Tea,Tea_herbal,,,foodtreeroot/Sugars_Sweets_and_Beverages/Nonalcoholic_beverages/Tea/Tea/Tea_herbal//92306800,foodtreeroot/L1_Sugars_Sweets_and_Beverages/L2_Nonalcoholic_beverages/L3_Tea/L4_Tea/L5_Tea_herbal/L6_/Tea__hot__chai__with_milk,Sugars_Sweets_and_Beverages;Nonalcoholic_beverages;Tea;Tea;Tea_herbal;;
92101920,Frozen_coffee_drink,Sugars_Sweets_and_Beverages,Nonalcoholic_beverages,Coffee,Coffee,Coffee_from_ground,,,foodtreeroot/Sugars_Sweets_and_Beverages/Nonalcoholic_beverages/Coffee/Coffee/Coffee_from_ground//92101920,foodtreeroot/L1_Sugars_Sweets_and_Beverages/L2_Nonalcoholic_beverages/L3_Coffee/L4_Coffee/L5_Coffee_from_ground/L6_/Frozen_coffee_drink,Sugars_Sweets_and_Beverages;Nonalcoholic_beverages;Coffee;Coffee;Coffee_from_ground;;
27315250,Stuffed_cabbage_rolls_with_beef_and_rice,Meat_Poultry_Fish_and_Mixtures,Meatpoultry_fish_with_nonmeat,Meatpoultry_fish_with_starch_item_and_vegetables,Beef_with_starch_and_vegetable,,,,foodtreeroot/Meat_Poultry_Fish_and_Mixtures/Meatpoultry_fish_with_nonmeat/Meatpoultry_fish_with_starch_item_and_vegetables/Beef_with_starch_and_vegetable///27315250,foodtreeroot/L1_Meat_Poultry_Fish_and_Mixtures/L2_Meatpoultry_fish_with_nonmeat/L3_Meatpoultry_fish_with_starch_item_and_vegetables/L4_Beef_with_starch_and_vegetable/L5_/L6_/Stuffed_cabbage_rolls_with_beef_and_rice,Meat_Poultry_Fish_and_Mixtures;Meatpoultry_fish_with_nonmeat;Meatpoultry_fish_with_starch_item_and_vegetables;Beef_with_starch_and_vegetable;;;
27211100,Beef_stew_with_potatoes__tomato_based_sauce,Meat_Poultry_Fish_and_Mixtures,Meatpoultry_fish_with_nonmeat,Meatpoultry_fish_with_starch_item,Beef_with_starch_item,,,,foodtreeroot/Meat_Poultry_Fish_and_Mixtures/Meatpoultry_fish_with_nonmeat/Meatpoultry_fish_with_starch_item/Beef_with_starch_item///27211100,foodtreeroot/L1_Meat_Poultry_Fish_and_Mixtures/L2_Meatpoultry_fish_with_nonmeat/L3_Meatpoultry_fish_with_starch_item/L4_Beef_with_starch_item/L5_/L6_/Beef_stew_with_potatoes__tomato_based_sauce,Meat_Poultry_Fish_and_Mixtures;Meatpoultry_fish_with_nonmeat;Meatpoultry_fish_with_starch_item;Beef_with_starch_item;;;
58112510,Dumpling__steamed__filled_with_meat__poultry__or_seafood,Grain_Product,Grain_mixtures_frozen_plate_meals_soups,Mixtures_mainly_grain_pasta_or_bread,Mixtures_mainly_grain_pasta_or_bread,Dumpling,,,foodtreeroot/Grain_Product/Grain_mixtures_frozen_plate_meals_soups/Mixtures_mainly_grain_pasta_or_bread/Mixtures_mainly_grain_pasta_or_bread/Dumpling//58112510,foodtreeroot/L1_Grain_Product/L2_Grain_mixtures_frozen_plate_meals_soups/L3_Mixtures_mainly_grain_pasta_or_bread/L4_Mixtures_mainly_grain_pasta_or_bread/L5_Dumpling/L6_/Dumpling__steamed__filled_with_meat__poultry__or_seafood,Grain_Product;Grain_mixtures_frozen_plate_meals_soups;Mixtures_mainly_grain_pasta_or_bread;Mixtures_mainly_grain_pasta_or_bread;Dumpling;;
75214024,Cauliflower__cooked__NS_as_to_form__made_with_oil,Vegetables,Other_vegetables,Other_vegetables_cooked,Other_vegetables_cooked,Cauliflower,,,foodtreeroot/Vegetables/Other_vegetables/Other_vegetables_cooked/Other_vegetables_cooked/Cauliflower//75214024,foodtreeroot/L1_Vegetables/L2_Other_vegetables/L3_Other_vegetables_cooked/L4_Other_vegetables_cooked/L5_Cauliflower/L6_/Cauliflower__cooked__NS_as_to_form__made_with_oil,Vegetables;Other_vegetables;Other_vegetables_cooked;Other_vegetables_cooked;Cauliflower;;
58304010,Spaghetti_and_meatballs_dinner__NFS__frozen_meal,Grain_Product,Grain_mixtures_frozen_plate_meals_soups,Frozen_plate_meals_with_grain_mixture_as_major_ingredient,,,,,foodtreeroot/Grain_Product/Grain_mixtures_frozen_plate_meals_soups/Frozen_plate_meals_with_grain_mixture_as_major_ingredient////58304010,foodtreeroot/L1_Grain_Product/L2_Grain_mixtures_frozen_plate_meals_soups/L3_Frozen_plate_meals_with_grain_mixture_as_major_ingredient/L4_/L5_/L6_/Spaghetti_and_meatballs_dinner__NFS__frozen_meal,Grain_Product;Grain_mixtures_frozen_plate_meals_soups;Frozen_plate_meals_with_grain_mixture_as_major_ingredient;;;;
58407010,Instant_soup__noodle,Grain_Product,Grain_mixtures_frozen_plate_meals_soups,Soups_with_grain_product_as_major_ingredient,,,,,foodtreeroot/Grain_Product/Grain_mixtures_frozen_plate_meals_soups/Soups_with_grain_product_as_major_ingredient////58407010,foodtreeroot/L1_Grain_Product/L2_Grain_mixtures_frozen_plate_meals_soups/L3_Soups_with_grain_product_as_major_ingredient/L4_/L5_/L6_/Instant_soup__noodle,Grain_Product;Grain_mixtures_frozen_plate_meals_soups;Soups_with_grain_product_as_major_ingredient;;;;
56207110,Bulgur__fat_not_added_in_cooking,Grain_Product,Pastas_cooked_cereals_rice,Cooked_cereals_rice,Cooked_cereals_rice,Wheat_cream_of_bulgur_couscous,,,foodtreeroot/Grain_Product/Pastas_cooked_cereals_rice/Cooked_cereals_rice/Cooked_cereals_rice/Wheat_cream_of_bulgur_couscous//56207110,foodtreeroot/L1_Grain_Product/L2_Pastas_cooked_cereals_rice/L3_Cooked_cereals_rice/L4_Cooked_cereals_rice/L5_Wheat_cream_of_bulgur_couscous/L6_/Bulgur__fat_not_added_in_cooking,Grain_Product;Pastas_cooked_cereals_rice;Cooked_cereals_rice;Cooked_cereals_rice;Wheat_cream_of_bulgur_couscous;;
64101010,Apple_cider,Fruits,Fruit_juices_and_nectars_excluding_citrus,Fruit_juices_excluding_citrus,,,,,foodtreeroot/Fruits/Fruit_juices_and_nectars_excluding_citrus/Fruit_juices_excluding_citrus////64101010,foodtreeroot/L1_Fruits/L2_Fruit_juices_and_nectars_excluding_citrus/L3_Fruit_juices_excluding_citrus/L4_/L5_/L6_/Apple_cider,Fruits;Fruit_juices_and_nectars_excluding_citrus;Fruit_juices_excluding_citrus;;;;
53242000,Cookie__sugar_wafer,Grain_Product,Cakes_cookies_pies_pastries_bars,Cookies,Cookies,Cookie_sugar_or_toffee,,,foodtreeroot/Grain_Product/Cakes_cookies_pies_pastries_bars/Cookies/Cookies/Cookie_sugar_or_toffee//53242000,foodtreeroot/L1_Grain_Product/L2_Cakes_cookies_pies_pastries_bars/L3_Cookies/L4_Cookies/L5_Cookie_sugar_or_toffee/L6_/Cookie__sugar_wafer,Grain_Product;Cakes_cookies_pies_pastries_bars;Cookies;Cookies;Cookie_sugar_or_toffee;;
52215350,Taco_shell__flour,Grain_Product,Quick_breads,Cornbread_corn_muffins_tortillas,Tortillas,Tortillas_and_tacos,,,foodtreeroot/Grain_Product/Quick_breads/Cornbread_corn_muffins_tortillas/Tortillas/Tortillas_and_tacos//52215350,foodtreeroot/L1_Grain_Product/L2_Quick_breads/L3_Cornbread_corn_muffins_tortillas/L4_Tortillas/L5_Tortillas_and_tacos/L6_/Taco_shell__flour,Grain_Product;Quick_breads;Cornbread_corn_muffins_tortillas;Tortillas;Tortillas_and_tacos;;
51119010,Bread__egg__Challah,Grain_Product,Yeast,White_breads_rolls,Bread_with_toppings,Bread_egg_Challah,,,foodtreeroot/Grain_Product/Yeast/White_breads_rolls/Bread_with_toppings/Bread_egg_Challah//51119010,foodtreeroot/L1_Grain_Product/L2_Yeast/L3_White_breads_rolls/L4_Bread_with_toppings/L5_Bread_egg_Challah/L6_/Bread__egg__Challah,Grain_Product;Yeast;White_breads_rolls;Bread_with_toppings;Bread_egg_Challah;;
92101900,Coffee__Latte,Sugars_Sweets_and_Beverages,Nonalcoholic_beverages,Coffee,Coffee,Coffee_from_ground,,,foodtreeroot/Sugars_Sweets_and_Beverages/Nonalcoholic_beverages/Coffee/Coffee/Coffee_from_ground//92101900,foodtreeroot/L1_Sugars_Sweets_and_Beverages/L2_Nonalcoholic_beverages/L3_Coffee/L4_Coffee/L5_Coffee_from_ground/L6_/Coffee__Latte,Sugars_Sweets_and_Beverages;Nonalcoholic_beverages;Coffee;Coffee;Coffee_from_ground;;
41302000,Chickpeas__dry__cooked__NS_as_to_fat_added_in_cooking,Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds,Legumes,Dried_peas_lentils_and_mixtures,,,,,foodtreeroot/Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds/Legumes/Dried_peas_lentils_and_mixtures////41302000,foodtreeroot/L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds/L2_Legumes/L3_Dried_peas_lentils_and_mixtures/L4_/L5_/L6_/Chickpeas__dry__cooked__NS_as_to_fat_added_in_cooking,Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;Legumes;Dried_peas_lentils_and_mixtures;;;;
54403087,Popcorn__ready_to_eat_packaged__cheese_flavored,Grain_Product,Crackers_and_salty_snacks_from_grain,Salty_snacks_from_grain_products,Salty_snacks_from_grain_products,Popcorn,,,foodtreeroot/Grain_Product/Crackers_and_salty_snacks_from_grain/Salty_snacks_from_grain_products/Salty_snacks_from_grain_products/Popcorn//54403087,foodtreeroot/L1_Grain_Product/L2_Crackers_and_salty_snacks_from_grain/L3_Salty_snacks_from_grain_products/L4_Salty_snacks_from_grain_products/L5_Popcorn/L6_/Popcorn__ready_to_eat_packaged__cheese_flavored,Grain_Product;Crackers_and_salty_snacks_from_grain;Salty_snacks_from_grain_products;Salty_snacks_from_grain_products;Popcorn;;
91301080,Chocolate_syrup__thin_type,Sugars_Sweets_and_Beverages,Sugars_and_sweets,Syrups_honey_molasses_sweet_toppings,Syrups_honey_molasses,Thin_syrups,,,foodtreeroot/Sugars_Sweets_and_Beverages/Sugars_and_sweets/Syrups_honey_molasses_sweet_toppings/Syrups_honey_molasses/Thin_syrups//91301080,foodtreeroot/L1_Sugars_Sweets_and_Beverages/L2_Sugars_and_sweets/L3_Syrups_honey_molasses_sweet_toppings/L4_Syrups_honey_molasses/L5_Thin_syrups/L6_/Chocolate_syrup__thin_type,Sugars_Sweets_and_Beverages;Sugars_and_sweets;Syrups_honey_molasses_sweet_toppings;Syrups_honey_molasses;Thin_syrups;;
56201540,Cornmeal__Puerto_Rican_Style,Grain_Product,Pastas_cooked_cereals_rice,Cooked_cereals_rice,Cooked_cereals_rice,Grits_cooked_cornmeal_or_cornstarch,,,foodtreeroot/Grain_Product/Pastas_cooked_cereals_rice/Cooked_cereals_rice/Cooked_cereals_rice/Grits_cooked_cornmeal_or_cornstarch//56201540,foodtreeroot/L1_Grain_Product/L2_Pastas_cooked_cereals_rice/L3_Cooked_cereals_rice/L4_Cooked_cereals_rice/L5_Grits_cooked_cornmeal_or_cornstarch/L6_/Cornmeal__Puerto_Rican_Style,Grain_Product;Pastas_cooked_cereals_rice;Cooked_cereals_rice;Cooked_cereals_rice;Grits_cooked_cornmeal_or_cornstarch;;
75211031,Cabbage__green__cooked__made_with_oil,Vegetables,Other_vegetables,Other_vegetables_cooked,Other_vegetables_cooked,Cabbage_green,,,foodtreeroot/Vegetables/Other_vegetables/Other_vegetables_cooked/Other_vegetables_cooked/Cabbage_green//75211031,foodtreeroot/L1_Vegetables/L2_Other_vegetables/L3_Other_vegetables_cooked/L4_Other_vegetables_cooked/L5_Cabbage_green/L6_/Cabbage__green__cooked__made_with_oil,Vegetables;Other_vegetables;Other_vegetables_cooked;Other_vegetables_cooked;Cabbage_green;;
27141000,Chicken_or_turkey_cacciatore,Meat_Poultry_Fish_and_Mixtures,Meatpoultry_fish_with_nonmeat,meatpoultryfish_in_gravy,Poultry_with_gravy_or_sauce,,,,foodtreeroot/Meat_Poultry_Fish_and_Mixtures/Meatpoultry_fish_with_nonmeat/meatpoultryfish_in_gravy/Poultry_with_gravy_or_sauce///27141000,foodtreeroot/L1_Meat_Poultry_Fish_and_Mixtures/L2_Meatpoultry_fish_with_nonmeat/L3_meatpoultryfish_in_gravy/L4_Poultry_with_gravy_or_sauce/L5_/L6_/Chicken_or_turkey_cacciatore,Meat_Poultry_Fish_and_Mixtures;Meatpoultry_fish_with_nonmeat;meatpoultryfish_in_gravy;Poultry_with_gravy_or_sauce;;;
14630200,Cheese_souffle,Milk_and_Milk_Products,Cheeses,Cheese_mixtures,Cheese_fondue_or_souffle,,,,foodtreeroot/Milk_and_Milk_Products/Cheeses/Cheese_mixtures/Cheese_fondue_or_souffle///14630200,foodtreeroot/L1_Milk_and_Milk_Products/L2_Cheeses/L3_Cheese_mixtures/L4_Cheese_fondue_or_souffle/L5_/L6_/Cheese_souffle,Milk_and_Milk_Products;Cheeses;Cheese_mixtures;Cheese_fondue_or_souffle;;;
21420100,Beef__sandwich_steak__flaked__formed__thinly_sliced,Meat_Poultry_Fish_and_Mixtures,Beef,Beef_roasts_stew_meat_corned_beef_beef_brisket_sandwich_steaks,,,,,foodtreeroot/Meat_Poultry_Fish_and_Mixtures/Beef/Beef_roasts_stew_meat_corned_beef_beef_brisket_sandwich_steaks////21420100,foodtreeroot/L1_Meat_Poultry_Fish_and_Mixtures/L2_Beef/L3_Beef_roasts_stew_meat_corned_beef_beef_brisket_sandwich_steaks/L4_/L5_/L6_/Beef__sandwich_steak__flaked__formed__thinly_sliced,Meat_Poultry_Fish_and_Mixtures;Beef;Beef_roasts_stew_meat_corned_beef_beef_brisket_sandwich_steaks;;;;
27516010,Gyro_sandwich__pita_bread__beef__lamb__onion__condiments___with_tomato_and_spread,Meat_Poultry_Fish_and_Mixtures,Meatpoultry_fish_with_nonmeat,Sandwiches_with_meat_poultry_fish,Beef_sandwiches,,,,foodtreeroot/Meat_Poultry_Fish_and_Mixtures/Meatpoultry_fish_with_nonmeat/Sandwiches_with_meat_poultry_fish/Beef_sandwiches///27516010,foodtreeroot/L1_Meat_Poultry_Fish_and_Mixtures/L2_Meatpoultry_fish_with_nonmeat/L3_Sandwiches_with_meat_poultry_fish/L4_Beef_sandwiches/L5_/L6_/Gyro_sandwich__pita_bread__beef__lamb__onion__condiments___with_tomato_and_spread,Meat_Poultry_Fish_and_Mixtures;Meatpoultry_fish_with_nonmeat;Sandwiches_with_meat_poultry_fish;Beef_sandwiches;;;
56207120,Bulgur__fat_added_in_cooking,Grain_Product,Pastas_cooked_cereals_rice,Cooked_cereals_rice,Cooked_cereals_rice,Wheat_cream_of_bulgur_couscous,,,foodtreeroot/Grain_Product/Pastas_cooked_cereals_rice/Cooked_cereals_rice/Cooked_cereals_rice/Wheat_cream_of_bulgur_couscous//56207120,foodtreeroot/L1_Grain_Product/L2_Pastas_cooked_cereals_rice/L3_Cooked_cereals_rice/L4_Cooked_cereals_rice/L5_Wheat_cream_of_bulgur_couscous/L6_/Bulgur__fat_added_in_cooking,Grain_Product;Pastas_cooked_cereals_rice;Cooked_cereals_rice;Cooked_cereals_rice;Wheat_cream_of_bulgur_couscous;;
32201000,Fried_egg_sandwich,Eggs,Egg_mixtures,Egg_sandwiches,Egg_sandwiches,Fried_egg_sandwhich,,,foodtreeroot/Eggs/Egg_mixtures/Egg_sandwiches/Egg_sandwiches/Fried_egg_sandwhich//32201000,foodtreeroot/L1_Eggs/L2_Egg_mixtures/L3_Egg_sandwiches/L4_Egg_sandwiches/L5_Fried_egg_sandwhich/L6_/Fried_egg_sandwich,Eggs;Egg_mixtures;Egg_sandwiches;Egg_sandwiches;Fried_egg_sandwhich;;
56140100,Pasta__gluten_free,Grain_Product,Pastas_cooked_cereals_rice,Pastas,,,,,foodtreeroot/Grain_Product/Pastas_cooked_cereals_rice/Pastas////56140100,foodtreeroot/L1_Grain_Product/L2_Pastas_cooked_cereals_rice/L3_Pastas/L4_/L5_/L6_/Pasta__gluten_free,Grain_Product;Pastas_cooked_cereals_rice;Pastas;;;;
41102000,Black__brown__or_Bayo_beans__dry__cooked__NS_as_to_fat_added_in_cooking,Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds,Legumes,Dried_beans,Beans_NS_to_type,Black_brown_bayo_or_fava,Black_brown_or_bayo_beans_dry,,foodtreeroot/Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds/Legumes/Dried_beans/Beans_NS_to_type/Black_brown_bayo_or_fava/Black_brown_or_bayo_beans_dry/41102000,foodtreeroot/L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds/L2_Legumes/L3_Dried_beans/L4_Beans_NS_to_type/L5_Black_brown_bayo_or_fava/L6_Black_brown_or_bayo_beans_dry/Black__brown__or_Bayo_beans__dry__cooked__NS_as_to_fat_added_in_cooking,Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;Legumes;Dried_beans;Beans_NS_to_type;Black_brown_bayo_or_fava;Black_brown_or_bayo_beans_dry;
53713100,Cereal_or_granola_bar__peanuts___oats__sugar__wheat_germ,Grain_Product,Cakes_cookies_pies_pastries_bars,Bars,Cereal_bars_granola_bars,,,,foodtreeroot/Grain_Product/Cakes_cookies_pies_pastries_bars/Bars/Cereal_bars_granola_bars///53713100,foodtreeroot/L1_Grain_Product/L2_Cakes_cookies_pies_pastries_bars/L3_Bars/L4_Cereal_bars_granola_bars/L5_/L6_/Cereal_or_granola_bar__peanuts___oats__sugar__wheat_germ,Grain_Product;Cakes_cookies_pies_pastries_bars;Bars;Cereal_bars_granola_bars;;;
54408016,Pretzels__hard__plain__salted,Grain_Product,Crackers_and_salty_snacks_from_grain,Salty_snacks_from_grain_products,Salty_snacks_from_grain_products,Pretzels,,,foodtreeroot/Grain_Product/Crackers_and_salty_snacks_from_grain/Salty_snacks_from_grain_products/Salty_snacks_from_grain_products/Pretzels//54408016,foodtreeroot/L1_Grain_Product/L2_Crackers_and_salty_snacks_from_grain/L3_Salty_snacks_from_grain_products/L4_Salty_snacks_from_grain_products/L5_Pretzels/L6_/Pretzels__hard__plain__salted,Grain_Product;Crackers_and_salty_snacks_from_grain;Salty_snacks_from_grain_products;Salty_snacks_from_grain_products;Pretzels;;
53710400,Cereal_or_granola_bar__General_Mills_Fiber_One_Chewy_Bar_,Grain_Product,Cakes_cookies_pies_pastries_bars,Bars,Cereal_bars_granola_bars,,,,foodtreeroot/Grain_Product/Cakes_cookies_pies_pastries_bars/Bars/Cereal_bars_granola_bars///53710400,foodtreeroot/L1_Grain_Product/L2_Cakes_cookies_pies_pastries_bars/L3_Bars/L4_Cereal_bars_granola_bars/L5_/L6_/Cereal_or_granola_bar__General_Mills_Fiber_One_Chewy_Bar_,Grain_Product;Cakes_cookies_pies_pastries_bars;Bars;Cereal_bars_granola_bars;;;
41420110,Miso,Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds,Legumes,Soybean_derived_products_excluding_milks,Soybean_derived_products,Curds_and_sauces,,,foodtreeroot/Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds/Legumes/Soybean_derived_products_excluding_milks/Soybean_derived_products/Curds_and_sauces//41420110,foodtreeroot/L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds/L2_Legumes/L3_Soybean_derived_products_excluding_milks/L4_Soybean_derived_products/L5_Curds_and_sauces/L6_/Miso,Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;Legumes;Soybean_derived_products_excluding_milks;Soybean_derived_products;Curds_and_sauces;;
75127500,Seaweed__raw,Vegetables,Other_vegetables,Other_vegetables_raw,Other_vegetables_raw,,,,foodtreeroot/Vegetables/Other_vegetables/Other_vegetables_raw/Other_vegetables_raw///75127500,foodtreeroot/L1_Vegetables/L2_Other_vegetables/L3_Other_vegetables_raw/L4_Other_vegetables_raw/L5_/L6_/Seaweed__raw,Vegetables;Other_vegetables;Other_vegetables_raw;Other_vegetables_raw;;;
43108010,Chia_seeds,Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds,Seeds_and_seed_mixtures,Seeds,Seeds_NS,,,,foodtreeroot/Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds/Seeds_and_seed_mixtures/Seeds/Seeds_NS///43108010,foodtreeroot/L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds/L2_Seeds_and_seed_mixtures/L3_Seeds/L4_Seeds_NS/L5_/L6_/Chia_seeds,Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;Seeds_and_seed_mixtures;Seeds;Seeds_NS;;;
51133010,Bread__sour_dough,Grain_Product,Yeast,White_breads_rolls,Bread_with_modifications,Sour_dough,,,foodtreeroot/Grain_Product/Yeast/White_breads_rolls/Bread_with_modifications/Sour_dough//51133010,foodtreeroot/L1_Grain_Product/L2_Yeast/L3_White_breads_rolls/L4_Bread_with_modifications/L5_Sour_dough/L6_/Bread__sour_dough,Grain_Product;Yeast;White_breads_rolls;Bread_with_modifications;Sour_dough;;
